code,name,c_name
600099,林海股份,其他交运设备
600679,上海凤凰,其他交运设备
600877,*ST嘉陵,其他交运设备
603129,春风动力,其他交运设备
603766,隆鑫通用,其他交运设备
603776,永安行,其他交运设备
603787,新日股份,其他交运设备
000017,深中华A,其他交运设备
000913,钱江摩托,其他交运设备
002105,信隆健康,其他交运设备
600100,同方股份,计算机设备
600601,方正科技,计算机设备
600764,中电广通,计算机设备
600800,天津磁卡,计算机设备
600855,航天长峰,计算机设备
603019,中科曙光,计算机设备
603106,恒银金融,计算机设备
603496,恒为科技,计算机设备
603660,苏州科达,计算机设备
000021,深科技,计算机设备
000066,中国长城,计算机设备
000748,长城信息,计算机设备
000938,紫光股份,计算机设备
000977,浪潮信息,计算机设备
000997,新 大 陆,计算机设备
002152,广电运通,计算机设备
002177,御银股份,计算机设备
002197,证通电子,计算机设备
002268,卫 士 通,计算机设备
002296,辉煌科技,计算机设备
002308,威创股份,计算机设备
002312,*ST三泰,计算机设备
002376,新北洋,计算机设备
002383,合众思壮,计算机设备
002512,达华智能,计算机设备
002528,英飞拓,计算机设备
002577,雷柏科技,计算机设备
002835,同为股份,计算机设备
002912,中新赛克,计算机设备
300042,朗科科技,计算机设备
300045,华力创通,计算机设备
300065,海兰信,计算机设备
300130,新国都,计算机设备
300155,安居宝,计算机设备
300177,中海达,计算机设备
300202,聚龙股份,计算机设备
300270,中威电子,计算机设备
300302,同有科技,计算机设备
300333,兆日科技,计算机设备
300367,东方网力,计算机设备
300368,汇金股份,计算机设备
300386,飞天诚信,计算机设备
300449,汉邦高科,计算机设备
300455,康拓红外,计算机设备
300462,华铭智能,计算机设备
300479,神思电子,计算机设备
300546,雄帝科技,计算机设备
300627,华测导航,计算机设备
600189,吉林森工,林业
600265,ST景谷,林业
000592,平潭发展,林业
000699,S*ST佳纸,林业
002679,福建金森,林业
600125,铁龙物流,铁路运输
601006,大秦铁路,铁路运输
601333,广深铁路,铁路运输
000594,国恒退,铁路运输
600111,北方稀土,有色金属
600114,东睦股份,有色金属
600139,西部资源,有色金属
600146,商赢环球,有色金属
600206,有研新材,有色金属
600219,南山铝业,有色金属
600255,梦舟股份,有色金属
600259,广晟有色,有色金属
600311,荣华实业,有色金属
600330,天通股份,有色金属
600331,宏达股份,有色金属
600338,西藏珠峰,有色金属
600362,江西铜业,有色金属
600366,宁波韵升,有色金属
600385,山东金泰,有色金属
600390,五矿资本,有色金属
600392,盛和资源,有色金属
600432,*ST吉恩,有色金属
600456,宝钛股份,有色金属
600459,贵研铂业,有色金属
600478,科力远,有色金属
600489,中金黄金,有色金属
600490,鹏欣资源,有色金属
600497,驰宏锌锗,有色金属
600516,方大炭素,有色金属
600531,豫光金铅,有色金属
600547,山东黄金,有色金属
600549,厦门钨业,有色金属
600576,祥源文化,有色金属
600595,中孚实业,有色金属
600614,鹏起科技,有色金属
600615,丰华股份,有色金属
600673,东阳光科,有色金属
600687,刚泰控股,有色金属
600711,盛屯矿业,有色金属
600714,金瑞矿业,有色金属
600766,园城黄金,有色金属
600768,宁波富邦,有色金属
600888,新疆众和,有色金属
600961,株冶集团,有色金属
600980,北矿科技,有色金属
600988,赤峰黄金,有色金属
601020,华钰矿业,有色金属
601069,西部黄金,有色金属
601137,博威合金,有色金属
601168,西部矿业,有色金属
601212,白银有色,有色金属
601388,怡球资源,有色金属
601600,中国铝业,有色金属
601677,明泰铝业,有色金属
601899,紫金矿业,有色金属
601958,金钼股份,有色金属
603260,合盛硅业,有色金属
603399,新华龙,有色金属
603527,众源新材,有色金属
603612,索通发展,有色金属
603663,三祥新材,有色金属
603688,石英股份,有色金属
603799,华友钴业,有色金属
603826,坤彩科技,有色金属
603978,深圳新星,有色金属
603993,洛阳钼业,有色金属
000007,全新好,有色金属
000008,神州高铁,有色金属
000060,中金岭南,有色金属
000426,兴业矿业,有色金属
000506,中润资源,有色金属
000511,*ST烯碳,有色金属
000519,中兵红箭,有色金属
000602,金马集团,有色金属
000603,盛达矿业,有色金属
000612,焦作万方,有色金属
000620,新华联,有色金属
000630,铜陵有色,有色金属
000633,合金投资,有色金属
000657,中钨高新,有色金属
000688,建新矿业,有色金属
000693,*ST华泽,有色金属
000697,炼石有色,有色金属
000751,锌业股份,有色金属
000758,中色股份,有色金属
000795,英洛华,有色金属
000807,云铝股份,有色金属
000813,德展健康,有色金属
000831,五矿稀土,有色金属
000878,云南铜业,有色金属
000908,景峰医药,有色金属
000928,中钢国际,有色金属
000933,神火股份,有色金属
000960,锡业股份,有色金属
000962,东方钽业,有色金属
000969,安泰科技,有色金属
000970,中科三环,有色金属
000975,银泰资源,有色金属
002056,横店东磁,有色金属
002057,中钢天源,有色金属
002070,*ST众和,有色金属
002075,沙钢股份,有色金属
002114,罗平锌电,有色金属
002130,沃尔核材,有色金属
002149,西部材料,有色金属
002155,湖南黄金,有色金属
002160,常铝股份,有色金属
002167,东方锆业,有色金属
002171,楚江新材,有色金属
002182,云海金属,有色金属
002203,海亮股份,有色金属
002237,恒邦股份,有色金属
002295,精艺股份,有色金属
002297,博云新材,有色金属
002340,格林美,有色金属
002378,章源钨业,有色金属
002379,宏创控股,有色金属
002428,云南锗业,有色金属
002460,赣锋锂业,有色金属
002466,天齐锂业,有色金属
002501,利源精制,有色金属
002540,亚太科技,有色金属
002578,闽发铝业,有色金属
002600,江粉磁材,有色金属
002716,金贵银业,有色金属
002806,华锋股份,有色金属
002824,和胜股份,有色金属
002842,翔鹭钨业,有色金属
300127,银河磁体,有色金属
300224,正海磁材,有色金属
300337,银邦股份,有色金属
300395,菲利华,有色金属
300428,四通新材,有色金属
300489,中飞股份,有色金属
300618,寒锐钴业,有色金属
300666,江丰电子,有色金属
300697,电工合金,有色金属
300706,阿石创,有色金属
300731,科创新源,有色金属
600085,同仁堂,中药
600129,太极集团,中药
600211,西藏药业,中药
600222,太龙药业,中药
600252,中恒集团,中药
600285,羚锐制药,中药
600329,中新药业,中药
600332,白云山,中药
600351,亚宝药业,中药
600422,昆药集团,中药
600436,片仔癀,中药
600479,千金药业,中药
600518,康美药业,中药
600535,天士力,中药
600538,国发股份,中药
600557,康缘药业,中药
600572,康恩贝,中药
600594,益佰制药,中药
600613,神奇制药,中药
600671,天目药业,中药
600750,江中药业,中药
600771,广誉远,中药
600781,辅仁药业,中药
600976,健民集团,中药
600993,马应龙,中药
603139,康惠制药,中药
603567,珍宝岛,中药
603858,步长制药,中药
603896,寿仙谷,中药
603963,大理药业,中药
603998,方盛制药,中药
000423,东阿阿胶,中药
000538,云南白药,中药
000590,启迪古汉,中药
000623,吉林敖东,中药
000650,仁和药业,中药
000766,通化金马,中药
000790,泰合健康,中药
000919,金陵药业,中药
000989,九 芝 堂,中药
000999,华润三九,中药
002107,沃华医药,中药
002118,紫鑫药业,中药
002166,莱茵生物,中药
002198,嘉应制药,中药
002275,桂林三金,中药
002287,奇正藏药,中药
002317,众生药业,中药
002349,精华制药,中药
002390,信邦制药,中药
002412,汉森制药,中药
002424,贵州百灵,中药
002433,太安堂,中药
002566,益盛药业,中药
002603,以岭药业,中药
002644,佛慈制药,中药
002737,葵花药业,中药
002750,龙津药业,中药
002817,黄山胶囊,中药
002826,易明医药,中药
002864,盘龙药业,中药
002873,新天药业,中药
002907,华森制药,中药
300026,红日药业,中药
300039,上海凯宝,中药
300049,福瑞股份,中药
300108,吉药控股,中药
300147,香雪制药,中药
300158,振东制药,中药
300181,佐力药业,中药
300519,新光药业,中药
300534,陇神戎发,中药
600209,罗顿发展,装修装饰
601886,江河集团,装修装饰
603030,全筑股份,装修装饰
603081,大丰实业,装修装饰
603466,风语筑,装修装饰
603828,柯利达,装修装饰
000018,神州长城,装修装饰
002047,宝鹰股份,装修装饰
002081,金 螳 螂,装修装饰
002325,洪涛股份,装修装饰
002375,亚厦股份,装修装饰
002482,广田集团,装修装饰
002504,*ST弘高,装修装饰
002620,瑞和股份,装修装饰
002713,东易日盛,装修装饰
002781,奇信股份,装修装饰
002789,建艺集团,装修装饰
002811,亚泰国际,装修装饰
002822,中装建设,装修装饰
002830,名雕股份,装修装饰
002856,美芝股份,装修装饰
300506,名家汇,装修装饰
300592,华凯创意,装修装饰
300621,维业股份,装修装饰
600183,生益科技,元件
600237,铜峰电子,元件
600563,法拉电子,元件
603186,华正新材,元件
603228,景旺电子,元件
603328,依顿电子,元件
603386,广东骏亚,元件
603678,火炬电子,元件
603738,泰晶科技,元件
603920,世运电路,元件
603936,博敏电子,元件
603989,艾华集团,元件
000532,华金资本,元件
000636,风华高科,元件
000701,厦门信达,元件
000733,振华科技,元件
000823,超声电子,元件
002134,*ST普林,元件
002138,顺络电子,元件
002199,东晶电子,元件
002222,福晶科技,元件
002288,超华科技,元件
002389,南洋科技,元件
002436,兴森科技,元件
002463,沪电股份,元件
002484,江海股份,元件
002579,中京电子,元件
002618,丹邦科技,元件
002636,金安国纪,元件
002815,崇达技术,元件
002866,传艺科技,元件
002913,奥士康,元件
002916,深南电路,元件
300394,天孚通信,元件
300408,三环集团,元件
300460,惠伦晶体,元件
300476,胜宏科技,元件
300726,宏达电子,元件
600105,永鼎股份,通信设备
600130,波导股份,通信设备
600198,大唐电信,通信设备
600203,福日电子,通信设备
600260,凯乐科技,通信设备
600289,ST信通,通信设备
600293,三峡新材,通信设备
600345,长江通信,通信设备
600355,精伦电子,通信设备
600462,九有股份,通信设备
600485,信威集团,通信设备
600487,亨通光电,通信设备
600498,烽火通信,通信设备
600522,中天科技,通信设备
600680,*ST上普,通信设备
600734,实达集团,通信设备
600775,南京熊猫,通信设备
600776,东方通信,通信设备
600804,鹏博士,通信设备
603042,华脉科技,通信设备
603083,剑桥科技,通信设备
603118,共进股份,通信设备
603322,超讯通信,通信设备
603421,鼎信通讯,通信设备
603559,中通国脉,通信设备
603602,纵横通信,通信设备
603703,盛洋科技,通信设备
603803,瑞斯康达,通信设备
000032,深桑达Ａ,通信设备
000063,中兴通讯,通信设备
000070,特发信息,通信设备
000561,烽火电子,通信设备
000586,汇源通信,通信设备
000687,华讯方舟,通信设备
000836,鑫茂科技,通信设备
000851,高鸿股份,通信设备
000971,高升控股,通信设备
002017,东信和平,通信设备
002089,新 海 宜,通信设备
002093,国脉科技,通信设备
002104,恒宝股份,通信设备
002115,三维通信,通信设备
002194,武汉凡谷,通信设备
002231,奥维通信,通信设备
002281,光迅科技,通信设备
002313,日海通讯,通信设备
002316,键桥通讯,通信设备
002396,星网锐捷,通信设备
002417,三元达,通信设备
002446,盛路通信,通信设备
002465,海格通信,通信设备
002491,通鼎互联,通信设备
002544,杰赛科技,通信设备
002583,海能达,通信设备
002792,通宇通讯,通信设备
002813,路畅科技,通信设备
002897,意华股份,通信设备
002908,德生科技,通信设备
300017,网宿科技,通信设备
300025,华星创业,通信设备
300028,金亚科技,通信设备
300038,梅泰诺,通信设备
300050,世纪鼎利,通信设备
300081,恒信东方,通信设备
300098,高新兴,通信设备
300134,大富科技,通信设备
300205,天喻信息,通信设备
300211,亿通科技,通信设备
300213,佳讯飞鸿,通信设备
300250,初灵信息,通信设备
300252,金信诺,通信设备
300292,吴通控股,通信设备
300310,宜通世纪,通信设备
300312,邦讯技术,通信设备
300353,东土科技,通信设备
300531,优博讯,通信设备
300548,博创科技,通信设备
300555,路通视信,通信设备
300560,中富通,通信设备
300563,神宇股份,通信设备
300565,科信技术,通信设备
300570,太辰光,通信设备
300590,移为通信,通信设备
300597,吉大通信,通信设备
300603,立昂技术,通信设备
300615,欣天科技,通信设备
300620,光库科技,通信设备
300628,亿联网络,通信设备
300638,广和通,通信设备
300689,澄天伟业,通信设备
300698,万马科技,通信设备
300710,万隆光电,通信设备
300711,广哈通信,通信设备
300736,N百华,通信设备
600333,长春燃气,燃气
600617,国新能源,燃气
600635,大众公用,燃气
600681,百川能源,燃气
600772,S*ST龙昌,燃气
600856,中天能源,燃气
600903,贵州燃气,燃气
600917,重庆燃气,燃气
601139,深圳燃气,燃气
603080,新疆火炬,燃气
603393,新天然气,燃气
603689,皖天然气,燃气
000407,胜利股份,燃气
000421,南京公用,燃气
000593,大通燃气,燃气
000669,金鸿控股,燃气
002267,陕天然气,燃气
002524,光正集团,燃气
002700,新疆浩源,燃气
002911,佛燃股份,燃气
600028,中国石化,石油化工
600065,*ST联谊,石油化工
600256,广汇能源,石油化工
600387,海越股份,石油化工
600688,上海石化,石油化工
603003,龙宇燃油,石油化工
603798,康普顿,石油化工
603906,龙蟠科技,石油化工
000059,华锦股份,石油化工
000096,广聚能源,石油化工
000159,国际实业,石油化工
000554,泰山石油,石油化工
000637,茂化实华,石油化工
000698,沈阳化工,石油化工
000819,岳阳兴长,石油化工
002221,东华能源,石油化工
002377,国创高新,石油化工
002778,高科石化,石油化工
300135,宝利国际,石油化工
600069,银鸽投资,造纸
600103,青山纸业,造纸
600235,民丰特纸,造纸
600308,华泰股份,造纸
600356,恒丰纸业,造纸
600433,冠豪高新,造纸
600567,山鹰纸业,造纸
600793,宜宾纸业,造纸
600963,岳阳林纸,造纸
600966,博汇纸业,造纸
603165,荣晟环保,造纸
603429,集友股份,造纸
000488,晨鸣纸业,造纸
000576,广东甘化,造纸
000815,美利云,造纸
002012,凯恩股份,造纸
002067,景兴纸业,造纸
002078,太阳纸业,造纸
002235,安妮股份,造纸
002511,中顺洁柔,造纸
002521,齐峰新材,造纸
600721,百花村,医疗服务
600763,通策医疗,医疗服务
600767,*ST运盛,医疗服务
600896,览海投资,医疗服务
603108,润达医疗,医疗服务
603127,昭衍新药,医疗服务
603882,金域医学,医疗服务
000150,宜华健康,医疗服务
000503,海虹控股,医疗服务
002044,美年健康,医疗服务
002219,恒康医疗,医疗服务
002710,慈铭体检,医疗服务
300015,爱尔眼科,医疗服务
300244,迪安诊断,医疗服务
300347,泰格医药,医疗服务
300404,博济医药,医疗服务
600219,南山铝业,工业金属
600255,梦舟股份,工业金属
600331,宏达股份,工业金属
600338,西藏珠峰,工业金属
600362,江西铜业,工业金属
600490,鹏欣资源,工业金属
600497,驰宏锌锗,工业金属
600531,豫光金铅,工业金属
600595,中孚实业,工业金属
600673,东阳光科,工业金属
600711,盛屯矿业,工业金属
600768,宁波富邦,工业金属
600888,新疆众和,工业金属
600961,株冶集团,工业金属
601020,华钰矿业,工业金属
601137,博威合金,工业金属
601168,西部矿业,工业金属
601212,白银有色,工业金属
601388,怡球资源,工业金属
601600,中国铝业,工业金属
601677,明泰铝业,工业金属
603527,众源新材,工业金属
000060,中金岭南,工业金属
000426,兴业矿业,工业金属
000603,盛达矿业,工业金属
000612,焦作万方,工业金属
000630,铜陵有色,工业金属
000688,建新矿业,工业金属
000751,锌业股份,工业金属
000758,中色股份,工业金属
000807,云铝股份,工业金属
000813,德展健康,工业金属
000878,云南铜业,工业金属
000933,神火股份,工业金属
000975,银泰资源,工业金属
002114,罗平锌电,工业金属
002160,常铝股份,工业金属
002171,楚江新材,工业金属
002203,海亮股份,工业金属
002295,精艺股份,工业金属
002379,宏创控股,工业金属
002501,利源精制,工业金属
002540,亚太科技,工业金属
002578,闽发铝业,工业金属
002806,华锋股份,工业金属
002824,和胜股份,工业金属
300337,银邦股份,工业金属
300697,电工合金,工业金属
600695,绿庭投资,畜禽养殖
600965,福成股份,畜禽养殖
600975,新五丰,畜禽养殖
000735,罗 牛 山,畜禽养殖
002234,民和股份,畜禽养殖
002299,圣农发展,畜禽养殖
002321,华英农业,畜禽养殖
002458,益生股份,畜禽养殖
002477,雏鹰农牧,畜禽养殖
002505,大康农业,畜禽养殖
002714,牧原股份,畜禽养殖
002746,仙坛股份,畜禽养殖
300106,西部牧业,畜禽养殖
300313,天山生物,畜禽养殖
300498,温氏股份,畜禽养殖
600145,*ST新亿,其他建材
600321,正源股份,其他建材
600678,四川金顶,其他建材
600753,东方银星,其他建材
603038,华立股份,其他建材
603616,韩建河山,其他建材
603725,天安新材,其他建材
603856,东宏股份,其他建材
603937,丽岛新材,其他建材
000023,深天地Ａ,其他建材
000509,华塑控股,其他建材
000619,海螺型材,其他建材
000786,北新建材,其他建材
002043,兔 宝 宝,其他建材
002066,瑞泰科技,其他建材
002082,栋梁新材,其他建材
002088,鲁阳节能,其他建材
002162,悦心健康,其他建材
002163,中航三鑫,其他建材
002205,国统股份,其他建材
002225,濮耐股份,其他建材
002271,东方雨虹,其他建材
002302,西部建设,其他建材
002314,南山控股,其他建材
002323,雅百特,其他建材
002333,罗普斯金,其他建材
002346,柘中股份,其他建材
002372,伟星新材,其他建材
002392,北京利尔,其他建材
002398,建研集团,其他建材
002457,青龙管业,其他建材
002596,海南瑞泽,其他建材
002641,永高股份,其他建材
002652,扬子新材,其他建材
002671,龙泉股份,其他建材
002694,顾地科技,其他建材
002718,友邦吊顶,其他建材
002742,三圣股份,其他建材
002785,万里石,其他建材
002791,坚朗五金,其他建材
002795,永和智控,其他建材
002918,蒙娜丽莎,其他建材
300117,嘉寓股份,其他建材
300198,纳川股份,其他建材
300234,开尔新材,其他建材
300344,太空板业,其他建材
300374,恒通科技,其他建材
300599,雄塑科技,其他建材
300715,凯伦股份,其他建材
300737,科顺股份,其他建材
600056,中国医药,商业贸易
600058,五矿发展,商业贸易
600082,海泰发展,商业贸易
600120,浙江东方,商业贸易
600122,宏图高科,商业贸易
600128,弘业股份,商业贸易
600153,建发股份,商业贸易
600162,香江控股,商业贸易
600234,ST山水,商业贸易
600241,时代万恒,商业贸易
600247,ST成城,商业贸易
600250,南纺股份,商业贸易
600278,东方创业,商业贸易
600280,中央商场,商业贸易
600287,江苏舜天,商业贸易
600306,商业城,商业贸易
600327,大东方,商业贸易
600361,华联综超,商业贸易
600415,小商品城,商业贸易
600500,中化国际,商业贸易
600515,海航基础,商业贸易
600605,汇通能源,商业贸易
600628,新世界,商业贸易
600631,百联股份,商业贸易
600655,豫园股份,商业贸易
600682,南京新百,商业贸易
600683,京投发展,商业贸易
600693,东百集团,商业贸易
600694,大商股份,商业贸易
600697,欧亚集团,商业贸易
600704,物产中大,商业贸易
600712,南宁百货,商业贸易
600723,首商股份,商业贸易
600729,重庆百货,商业贸易
600735,新华锦,商业贸易
600738,兰州民百,商业贸易
600739,辽宁成大,商业贸易
600755,厦门国贸,商业贸易
600774,汉商集团,商业贸易
600778,友好集团,商业贸易
600785,新华百货,商业贸易
600790,轻纺城,商业贸易
600814,杭州解百,商业贸易
600821,津劝业,商业贸易
600822,上海物贸,商业贸易
600824,益民集团,商业贸易
600826,兰生股份,商业贸易
600827,百联股份,商业贸易
600828,茂业商业,商业贸易
600838,上海九百,商业贸易
600856,中天能源,商业贸易
600857,宁波中百,商业贸易
600858,银座股份,商业贸易
600859,王府井,商业贸易
600861,北京城乡,商业贸易
600865,百大集团,商业贸易
600891,秋林集团,商业贸易
600898,国美通讯,商业贸易
600981,汇鸿集团,商业贸易
601010,文峰股份,商业贸易
601086,国芳集团,商业贸易
601116,三江购物,商业贸易
601366,利群股份,商业贸易
601933,永辉超市,商业贸易
603101,汇嘉时代,商业贸易
603123,翠微股份,商业贸易
603708,家家悦,商业贸易
603900,莱绅通灵,商业贸易
603977,国泰集团,商业贸易
000056,皇庭国际,商业贸易
000058,深 赛 格,商业贸易
000061,农 产 品,商业贸易
000062,深圳华强,商业贸易
000151,中成股份,商业贸易
000155,川化股份,商业贸易
000301,东方市场,商业贸易
000408,藏格控股,商业贸易
000411,英特集团,商业贸易
000416,民生控股,商业贸易
000417,合肥百货,商业贸易
000419,通程控股,商业贸易
000501,鄂武商Ａ,商业贸易
000516,国际医学,商业贸易
000560,昆百大Ａ,商业贸易
000564,供销大集,商业贸易
000611,天首发展,商业贸易
000626,远大控股,商业贸易
000679,大连友谊,商业贸易
000685,中山公用,商业贸易
000715,中兴商业,商业贸易
000753,漳州发展,商业贸易
000759,中百集团,商业贸易
000785,武汉中商,商业贸易
000796,凯撒旅游,商业贸易
000829,天音控股,商业贸易
000861,海印股份,商业贸易
000882,华联股份,商业贸易
000889,茂业通信,商业贸易
000906,浙商中拓,商业贸易
000987,越秀金控,商业贸易
002024,苏宁云商,商业贸易
002091,江苏国泰,商业贸易
002094,青岛金王,商业贸易
002102,冠福股份,商业贸易
002127,南极电商,商业贸易
002187,广百股份,商业贸易
002251,步 步 高,商业贸易
002264,新 华 都,商业贸易
002277,友阿股份,商业贸易
002336,人人乐,商业贸易
002344,海宁皮城,商业贸易
002416,爱施德,商业贸易
002419,天虹股份,商业贸易
002556,辉隆股份,商业贸易
002561,徐家汇,商业贸易
002640,跨境通,商业贸易
002697,红旗连锁,商业贸易
002818,富森美,商业贸易
300022,吉峰农机,商业贸易
300178,腾邦国际,商业贸易
300413,快乐购,商业贸易
300622,博士眼镜,商业贸易
600478,科力远,电子制造
600745,闻泰科技,电子制造
601231,环旭电子,电子制造
603380,易德龙,电子制造
603633,徕木股份,电子制造
603890,春秋电子,电子制造
603933,睿能科技,电子制造
000020,深华发Ａ,电子制造
000049,德赛电池,电子制造
002025,航天电器,电子制造
002045,国光电器,电子制造
002055,得润电子,电子制造
002139,拓邦股份,电子制造
002179,中航光电,电子制造
002236,大华股份,电子制造
002241,歌尔股份,电子制造
002351,漫步者,电子制造
002369,卓翼科技,电子制造
002384,东山精密,电子制造
002402,和而泰,电子制造
002415,海康威视,电子制造
002475,立讯精密,电子制造
002547,春兴精工,电子制造
002635,安洁科技,电子制造
002655,共达电声,电子制造
002660,茂硕电源,电子制造
002782,可立克,电子制造
002850,科达利,电子制造
002855,捷荣技术,电子制造
002861,瀛通通讯,电子制造
002881,美格智能,电子制造
002888,惠威科技,电子制造
002902,铭普光磁,电子制造
002922,伊戈尔,电子制造
300083,劲胜智能,电子制造
300115,长盈精密,电子制造
300131,英唐智控,电子制造
300136,信维通信,电子制造
300207,欣旺达,电子制造
300227,光韵达,电子制造
300256,星星科技,电子制造
300279,和晶科技,电子制造
300282,汇冠股份,电子制造
300322,硕贝德,电子制造
300328,宜安科技,电子制造
300433,蓝思科技,电子制造
300543,朗科智能,电子制造
300602,飞荣达,电子制造
300647,超频三,电子制造
300657,弘信电子,电子制造
300679,电连技术,电子制造
300686,智动力,电子制造
300709,精研科技,电子制造
300735,光弘科技,电子制造
002751,易尚展示,其他轻工制造
600058,五矿发展,贸易
600120,浙江东方,贸易
600241,时代万恒,贸易
600247,ST成城,贸易
600250,南纺股份,贸易
600278,东方创业,贸易
600287,江苏舜天,贸易
600605,汇通能源,贸易
600735,新华锦,贸易
600739,辽宁成大,贸易
600755,厦门国贸,贸易
600822,上海物贸,贸易
600826,兰生股份,贸易
600857,宁波中百,贸易
600981,汇鸿集团,贸易
603977,国泰集团,贸易
000151,中成股份,贸易
000155,川化股份,贸易
000408,藏格控股,贸易
000626,远大控股,贸易
000906,浙商中拓,贸易
002091,江苏国泰,贸易
600050,中国联通,通信
600076,康欣新材,通信
600105,永鼎股份,通信
600130,波导股份,通信
600198,大唐电信,通信
600203,福日电子,通信
600260,凯乐科技,通信
600289,ST信通,通信
600293,三峡新材,通信
600345,长江通信,通信
600355,精伦电子,通信
600462,九有股份,通信
600485,信威集团,通信
600487,亨通光电,通信
600498,烽火通信,通信
600522,中天科技,通信
600680,*ST上普,通信
600734,实达集团,通信
600745,闻泰科技,通信
600775,南京熊猫,通信
600776,东方通信,通信
600804,鹏博士,通信
603042,华脉科技,通信
603083,剑桥科技,通信
603118,共进股份,通信
603322,超讯通信,通信
603421,鼎信通讯,通信
603559,中通国脉,通信
603602,纵横通信,通信
603703,盛洋科技,通信
603803,瑞斯康达,通信
603881,数据港,通信
000032,深桑达Ａ,通信
000034,神州数码,通信
000035,中国天楹,通信
000063,中兴通讯,通信
000070,特发信息,通信
000547,航天发展,通信
000555,神州信息,通信
000561,烽火电子,通信
000586,汇源通信,通信
000687,华讯方舟,通信
000836,鑫茂科技,通信
000851,高鸿股份,通信
000889,茂业通信,通信
000971,高升控股,通信
002017,东信和平,通信
002089,新 海 宜,通信
002093,国脉科技,通信
002104,恒宝股份,通信
002115,三维通信,通信
002194,武汉凡谷,通信
002231,奥维通信,通信
002281,光迅科技,通信
002313,日海通讯,通信
002316,键桥通讯,通信
002396,星网锐捷,通信
002417,三元达,通信
002446,盛路通信,通信
002465,海格通信,通信
002467,二六三,通信
002491,通鼎互联,通信
002544,杰赛科技,通信
002583,海能达,通信
002792,通宇通讯,通信
002813,路畅科技,通信
002897,意华股份,通信
002908,德生科技,通信
300017,网宿科技,通信
300025,华星创业,通信
300028,金亚科技,通信
300038,梅泰诺,通信
300050,世纪鼎利,通信
300081,恒信东方,通信
300098,高新兴,通信
300134,大富科技,通信
300136,信维通信,通信
300205,天喻信息,通信
300211,亿通科技,通信
300213,佳讯飞鸿,通信
300250,初灵信息,通信
300252,金信诺,通信
300292,吴通控股,通信
300299,富春股份,通信
300310,宜通世纪,通信
300312,邦讯技术,通信
300322,硕贝德,通信
300353,东土科技,通信
300467,迅游科技,通信
300531,优博讯,通信
300548,博创科技,通信
300555,路通视信,通信
300560,中富通,通信
300563,神宇股份,通信
300565,科信技术,通信
300570,太辰光,通信
300571,平治信息,通信
300578,会畅通讯,通信
300590,移为通信,通信
300597,吉大通信,通信
300603,立昂技术,通信
300615,欣天科技,通信
300620,光库科技,通信
300628,亿联网络,通信
300638,广和通,通信
300689,澄天伟业,通信
300698,万马科技,通信
300710,万隆光电,通信
300711,广哈通信,通信
600028,中国石化,化工
600061,国投资本,化工
600063,皖维高新,化工
600074,ST保千里,化工
600075,新疆天业,化工
600078,澄星股份,化工
600091,ST明科,化工
600094,大名城,化工
600096,云天化,化工
600141,兴发集团,化工
600143,金发科技,化工
600146,商赢环球,化工
600155,宝硕股份,化工
600157,永泰能源,化工
600160,巨化股份,化工
600176,中国巨石,化工
600182,S佳通,化工
600227,赤天化,化工
600228,*ST昌九,化工
600229,城市传媒,化工
600230,沧州大化,化工
600249,两面针,化工
600251,冠农股份,化工
600256,广汇能源,化工
600259,广晟有色,化工
600260,凯乐科技,化工
600273,嘉化能源,化工
600277,亿利洁能,化工
600281,太化股份,化工
600299,安迪苏,化工
600301,ST南化,化工
600309,万华化学,化工
600315,上海家化,化工
600319,亚星化学,化工
600328,兰太实业,化工
600339,中油工程,化工
600346,恒力股份,化工
600352,浙江龙盛,化工
600367,红星发展,化工
600378,天科股份,化工
600387,海越股份,化工
600389,江山股份,化工
600409,三友化工,化工
600423,*ST柳化,化工
600426,华鲁恒升,化工
600444,国机通用,化工
600458,时代新材,化工
600469,风神股份,化工
600470,六国化工,化工
600481,双良节能,化工
600486,扬农化工,化工
600500,中化国际,化工
600525,长园集团,化工
600527,江南高纤,化工
600532,宏达矿业,化工
600538,国发股份,化工
600579,天华院,化工
600589,广东榕泰,化工
600596,新安股份,化工
600617,国新能源,化工
600618,氯碱化工,化工
600623,华谊集团,化工
600633,浙数文化,化工
600636,*ST爱富,化工
600656,退市博元,化工
600667,太极实业,化工
600688,上海石化,化工
600691,阳煤化工,化工
600699,均胜电子,化工
600714,金瑞矿业,化工
600722,金牛化工,化工
600725,ST云维,化工
600727,鲁北化工,化工
600731,湖南海利,化工
600746,江苏索普,化工
600769,祥龙电业,化工
600792,云煤能源,化工
600803,新奥股份,化工
600810,神马股份,化工
600844,*ST丹科,化工
600871,石化油服,化工
600882,广泽股份,化工
600885,宏发股份,化工
600889,南京化纤,化工
600985,雷鸣科化,化工
601058,赛轮金宇,化工
601113,华鼎股份,化工
601163,三角轮胎,化工
601208,东材科技,化工
601216,君正集团,化工
601233,桐昆股份,化工
601500,通用股份,化工
601678,滨化股份,化工
601966,玲珑轮胎,化工
603002,宏昌电子,化工
603003,龙宇燃油,化工
603010,万盛股份,化工
603026,石大胜华,化工
603033,三维股份,化工
603041,美思德,化工
603055,台华新材,化工
603067,振华股份,化工
603077,和邦生物,化工
603078,江化微,化工
603086,先达股份,化工
